league,season,club,name,nation,pos,age,born,minute_90s,goals_against,pk_allowed,fk_goals_against,ck_goals_against,og_against,psxg,psxg_per_shot,psxg_net,psxg_net_per90,launched_passes_completed,launched_passes_att,launched_passes_completed_pct,passes_att_gk,throws_attempted,launch_pass_pct,avg_pass_len,goal_kicks_att, goal_kicks_launch_pct,goal_kicks_avg_len,crosses_faced,crosses_stopped,crosses_stopped_pct,def_act_outside_pen_area,def_act_outside_pen_area_per90,avg_distance_def_actions
ESP-La Liga,2324,Las Palmas,Álvaro Vallés,ESP,GK,26,1997,36.3,44,5,0,5,3,48.7,0.28,7.7,0.21,137,447,30.6,1762,194,21.7,27.3,151,42.4,39.1,521,29,5.6,96,2.65,17.8
ESP-La Liga,2324,Mallorca,Dominik Greif,SVK,GK,26,1997,1.0,0,0,0,0,0,0.7,0.16,0.7,0.66,10,18,55.6,23,3,52.2,42.0,9,66.7,54.2,12,0,0.0,1,1.0,23.0
ESP-La Liga,2324,Mallorca,Iván Cuéllar,ESP,GK,39,1984,1.0,1,0,0,0,0,1.2,0.19,0.2,0.17,1,11,9.1,32,8,31.3,33.0,3,33.3,35.7,6,1,16.7,0,0.0,7.0
ESP-La Liga,2324,Mallorca,Predrag Rajković,SRB,GK,27,1995,36.0,43,4,1,4,1,41.8,0.27,-0.2,-0.01,322,795,40.5,946,117,60.9,44.7,300,73.0,54.3,502,33,6.6,28,0.78,13.7
ESP-La Liga,2324,Osasuna,Aitor Fernández,ESP,GK,32,1991,6.1,9,1,0,2,0,6.1,0.26,-2.9,-0.47,47,113,41.6,174,19,56.3,42.5,22,68.2,49.7,69,1,1.4,15,2.45,24.8
ESP-La Liga,2324,Osasuna,Sergio Herrera,ESP,GK,30,1993,31.9,47,0,0,6,0,45.6,0.34,-1.4,-0.04,282,658,42.9,961,100,52.0,40.4,222,71.2,51.2,468,29,6.2,43,1.35,16.4
ESP-La Liga,2324,Rayo Vallecano,Cárdenas,ESP,GK,26,1997,1.0,1,0,0,0,0,0.9,0.93,-0.1,-0.07,2,15,13.3,36,5,36.1,36.3,4,50.0,53.5,5,0,0.0,2,2.0,17.0
ESP-La Liga,2324,Rayo Vallecano,Stole Dimitrievski,MKD,GK,29,1993,37.0,47,1,1,5,2,46.9,0.31,1.9,0.05,168,598,28.1,928,171,47.1,39.4,267,60.3,48.4,529,23,4.3,38,1.03,14.6
ESP-La Liga,2324,Real Madrid,Andriy Lunin,UKR,GK,24,1999,21.0,17,1,0,2,0,21.2,0.31,4.2,0.2,35,99,35.4,548,95,13.7,25.2,116,20.7,28.7,283,27,9.5,23,1.1,12.2
ESP-La Liga,2324,Real Madrid,Kepa Arrizabalaga,ESP,GK,28,1994,13.3,9,0,0,0,1,10.0,0.28,2.0,0.15,34,92,37.0,386,57,19.2,27.0,70,25.7,30.6,157,6,3.8,10,0.75,14.7
ESP-La Liga,2324,Real Madrid,Thibaut Courtois,BEL,GK,31,1992,3.7,0,0,0,0,0,3.1,0.22,3.1,0.85,10,19,52.6,105,25,16.2,26.7,18,11.1,27.8,47,2,4.3,5,1.36,15.3
ESP-La Liga,2324,Real Sociedad,Unai Marrero,ESP,GK,21,2001,1.6,3,1,0,0,0,2.9,0.37,-0.1,-0.09,10,25,40.0,37,5,45.9,37.0,8,100.0,63.4,27,1,3.7,4,2.54,20.1
ESP-La Liga,2324,Real Sociedad,Álex Remiro,ESP,GK,28,1995,36.4,36,5,0,5,1,37.9,0.26,2.9,0.08,182,440,41.4,1090,111,30.6,32.0,163,65.6,50.9,383,18,4.7,54,1.48,16.9
ESP-La Liga,2324,Sevilla,Marko Dmitrović,SRB,GK,31,1992,13.0,25,2,0,3,1,22.6,0.3,-1.4,-0.11,52,148,35.1,314,70,32.5,32.7,79,58.2,45.9,152,11,7.2,15,1.15,15.4
ESP-La Liga,2324,Sevilla,Yassine Bounou,MAR,GK,32,1991,1.0,2,0,0,0,0,1.1,0.37,-0.9,-0.88,6,16,37.5,24,4,41.7,36.1,7,85.7,57.4,9,0,0.0,0,0.0,
ESP-La Liga,2324,Sevilla,Ørjan Nyland,NOR,GK,32,1990,24.0,27,3,1,1,1,29.8,0.26,3.8,0.16,166,449,37.0,583,108,49.9,39.4,201,78.6,56.4,359,20,5.6,17,0.71,13.5
ESP-La Liga,2324,Valencia,Cristian,ESP,GK,25,1998,0.6,1,0,0,1,0,0.5,0.17,-0.5,-0.75,2,5,40.0,15,4,26.7,29.1,3,33.3,32.7,12,0,0.0,0,0.0,8.3
ESP-La Liga,2324,Valencia,Giorgi Mamardashvili,GEO,GK,22,2000,36.5,41,3,0,4,2,49.2,0.31,10.2,0.28,185,671,27.6,864,142,57.3,41.4,245,71.8,53.4,530,45,8.5,31,0.85,12.3
ESP-La Liga,2324,Valencia,Jaume Doménech,ESP,GK,32,1990,0.9,3,0,1,2,0,1.7,0.14,-1.3,-1.52,4,20,20.0,24,2,62.5,40.5,7,71.4,51.4,19,1,5.3,1,1.14,11.4
ESP-La Liga,2324,Villarreal,Filip Jørgensen,DEN,GK,21,2002,36.0,63,6,1,9,1,59.8,0.27,-2.2,-0.06,144,360,40.0,1055,178,24.5,29.7,245,41.6,37.8,650,34,5.2,36,1.0,13.4
ESP-La Liga,2324,Villarreal,Pepe Reina,ESP,GK,40,1982,2.0,2,0,0,0,0,1.9,0.21,-0.1,-0.05,6,18,33.3,58,12,24.1,30.2,11,36.4,38.8,38,1,2.6,0,0.0,5.3
FRA-Ligue 1,1819,Amiens,Régis Gurtner,FRA,GK,31,1986,38.0,52,6,3,7,2,47.9,0.25,-2.1,-0.06,296,775,38.2,826,82,59.2,42.7,329,86.9,56.7,571,14,2.5,18,0.47,13.7
FRA-Ligue 1,1819,Angers,Ludovic Butelle,FRA,GK,35,1983,36.0,48,3,0,3,2,47.2,0.27,1.2,0.03,240,576,41.7,707,183,49.8,38.3,290,77.2,50.7,524,17,3.2,33,0.92,13.9
FRA-Ligue 1,1819,Angers,Zacharie Boucher,FRA,GK,26,1992,2.0,1,0,0,0,0,1.0,0.26,0.0,0.02,10,32,31.3,36,8,47.2,39.4,17,88.2,60.5,37,4,10.8,2,1.0,17.8
FRA-Ligue 1,1819,Bordeaux,Benoît Costil,FRA,GK,31,1987,37.0,42,6,1,11,0,46.4,0.27,4.4,0.12,254,578,43.9,833,124,43.6,37.6,325,66.2,48.7,576,13,2.3,22,0.59,13.6
FRA-Ligue 1,1819,Bordeaux,Gaëtan Poussin,FRA,GK,19,1999,1.0,0,0,0,0,0,0.2,0.23,0.2,0.23,8,23,34.8,22,2,50.0,38.4,13,92.3,52.6,22,0,0.0,0,0.0,14.0
FRA-Ligue 1,1819,Caen,Brice Samba,FRA,GK,24,1994,38.0,54,6,4,5,2,65.9,0.31,13.9,0.37,356,772,46.1,913,178,56.7,41.3,316,80.4,54.6,606,37,6.1,16,0.42,11.7
FRA-Ligue 1,1819,Dijon,Bobby Allain,FRA,GK,26,1991,13.0,17,1,0,2,1,17.0,0.23,1.0,0.08,132,283,46.6,333,68,54.4,41.0,125,81.6,53.9,230,21,9.1,18,1.38,13.1
FRA-Ligue 1,1819,Dijon,Rúnar Alex Rúnarsson,ISL,GK,23,1995,25.0,43,2,2,5,0,33.8,0.32,-9.2,-0.37,166,388,42.8,655,126,36.2,33.7,213,70.9,51.4,326,13,4.0,45,1.8,18.6
FRA-Ligue 1,1819,Guingamp,Karl-Johan Johnsson,SWE,GK,28,1990,17.0,34,2,1,1,0,25.1,0.29,-8.9,-0.52,151,344,43.9,360,62,62.5,44.4,131,90.8,60.4,208,11,5.3,7,0.41,11.8
FRA-Ligue 1,1819,Guingamp,Marc-Aurèle Caillard,FRA,GK,24,1994,21.0,34,1,1,3,0,30.9,0.31,-3.1,-0.15,154,380,40.5,369,61,60.7,44.2,173,90.2,59.3,275,15,5.5,4,0.19,9.3
FRA-Ligue 1,1819,Lille,Mike Maignan,FRA,GK,23,1995,38.0,33,6,1,4,0,39.0,0.25,6.0,0.16,177,557,31.8,840,189,42.0,36.2,273,74.7,53.5,497,29,5.8,44,1.16,16.5
FRA-Ligue 1,1819,Lyon,Anthony Lopes,POR,GK,27,1990,34.0,42,5,1,3,3,35.9,0.24,-3.1,-0.09,127,306,41.5,820,169,27.1,30.4,250,33.6,37.7,395,13,3.3,30,0.88,15.2
FRA-Ligue 1,1819,Lyon,Mathieu Gorgelin,FRA,GK,27,1990,4.0,5,0,1,1,0,3.7,0.25,-1.3,-0.33,11,21,52.4,83,24,10.8,24.2,29,41.4,39.1,46,0,0.0,9,2.25,16.7
FRA-Ligue 1,1819,Marseille,Steve Mandanda,FRA,GK,33,1985,30.4,40,6,0,2,0,35.2,0.26,-4.8,-0.16,158,417,37.9,789,130,39.8,35.7,192,53.6,43.6,329,17,5.2,27,0.89,14.6
FRA-Ligue 1,1819,Marseille,Yohann Pelé,FRA,GK,35,1982,7.6,12,4,1,0,0,10.7,0.24,-1.3,-0.17,38,76,50.0,185,41,28.1,30.6,57,42.1,37.5,85,4,4.7,9,1.19,15.0
FRA-Ligue 1,1819,Monaco,Danijel Subašić,CRO,GK,33,1984,12.6,12,2,0,3,0,12.9,0.25,0.9,0.07,57,152,37.5,230,51,44.3,38.1,83,60.2,47.8,139,5,3.6,6,0.48,14.4
FRA-Ligue 1,1819,Monaco,Diego Benaglio,SUI,GK,34,1983,22.9,38,3,0,3,1,34.2,0.31,-2.8,-0.12,87,225,38.7,462,113,28.4,30.3,186,50.5,41.1,327,9,2.8,15,0.66,12.6
FRA-Ligue 1,1819,Monaco,Seydou Sy,SEN,GK,22,1995,2.5,7,0,0,0,1,3.4,0.28,-2.6,-1.04,5,18,27.8,49,12,18.4,28.4,13,69.2,45.7,30,0,0.0,1,0.4,13.5
FRA-Ligue 1,1819,Montpellier,Benjamin Lecomte,FRA,GK,27,1991,37.0,42,3,1,8,2,41.4,0.27,1.4,0.04,310,687,45.1,1003,180,51.0,39.9,277,63.2,47.8,495,24,4.8,39,1.05,13.7
FRA-Ligue 1,1819,Montpellier,Dimitry Bertaud,COD,GK,20,1998,1.0,0,0,0,0,0,0.1,0.08,0.1,0.08,9,25,36.0,23,3,56.5,39.9,13,92.3,52.3,13,1,7.7,0,0.0,9.0
FRA-Ligue 1,1819,Nantes,Alexandre Olliero,FRA,GK,22,1996,1.0,1,1,0,0,0,1.0,0.0,0.0,-0.02,4,9,44.4,20,4,30.0,37.6,3,100.0,77.0,11,0,0.0,2,2.0,18.3
FRA-Ligue 1,1819,Nantes,Ciprian Tătărușanu,ROU,GK,32,1986,26.6,30,1,0,5,0,31.2,0.29,1.2,0.05,170,371,45.8,612,117,35.3,33.5,220,70.5,48.8,337,18,5.3,38,1.43,15.2
FRA-Ligue 1,1819,Nantes,Maxime Dupé,FRA,GK,25,1993,10.4,17,2,2,2,0,13.3,0.3,-3.7,-0.36,73,188,38.8,207,36,52.2,38.7,91,87.9,58.0,160,7,4.4,7,0.67,13.8
FRA-Ligue 1,1819,Nice,Walter Benítez,ARG,GK,25,1993,35.0,29,2,0,5,1,40.4,0.25,12.4,0.35,127,344,36.9,838,204,22.1,28.5,308,51.6,41.2,559,17,3.0,14,0.4,11.5
FRA-Ligue 1,1819,Nice,Yoan Cardinale,FRA,GK,24,1994,3.0,6,1,0,0,0,3.7,0.23,-2.3,-0.76,0,1,0.0,67,21,1.5,21.3,17,0.0,24.6,31,0,0.0,5,1.67,19.4
FRA-Ligue 1,1819,Nîmes,Paul Bernardoni,FRA,GK,21,1997,38.0,58,4,0,4,1,60.4,0.31,3.4,0.09,234,690,33.9,825,160,54.3,40.0,290,83.4,55.2,491,28,5.7,33,0.87,14.5
FRA-Ligue 1,1819,Paris S-G,Alphonse Areola,FRA,GK,25,1993,21.0,17,4,0,1,1,18.3,0.22,2.3,0.11,40,94,42.6,377,100,15.9,25.3,139,24.5,32.0,255,7,2.7,13,0.62,13.7
FRA-Ligue 1,1819,Paris S-G,Gianluigi Buffon,ITA,GK,40,1978,17.0,18,1,1,2,3,17.9,0.25,2.9,0.17,21,53,39.6,301,79,9.0,21.1,108,24.1,31.2,174,2,1.1,16,0.94,16.4
FRA-Ligue 1,1819,Reims,Edouard Mendy,SEN,GK,26,1992,38.0,42,7,1,3,2,44.9,0.26,4.9,0.13,257,654,39.3,861,136,49.8,40.7,291,77.3,53.8,667,28,4.2,27,0.71,13.2
FRA-Ligue 1,1819,Rennes,Abdoulaye Diallo,SEN,GK,26,1992,5.5,4,1,0,1,0,5.0,0.2,1.0,0.17,18,54,33.3,109,24,32.1,33.1,36,52.8,42.5,60,6,10.0,3,0.55,12.7
FRA-Ligue 1,1819,Rennes,Tomáš Koubek,CZE,GK,25,1992,32.5,48,3,0,8,1,39.1,0.27,-7.9,-0.24,177,445,39.8,650,133,41.2,36.1,254,69.7,50.6,488,16,3.3,49,1.51,17.1
FRA-Ligue 1,1819,Saint-Étienne,Jessy Moulin,FRA,GK,32,1986,1.0,1,0,0,0,1,1.7,0.36,1.7,1.65,0,1,0.0,29,12,0.0,22.4,3,33.3,38.0,13,0,0.0,0,0.0,11.2
FRA-Ligue 1,1819,Saint-Étienne,Stéphane Ruffier,FRA,GK,31,1986,37.0,40,7,0,7,0,47.3,0.27,7.3,0.2,171,570,30.0,872,159,43.2,36.4,320,60.3,44.1,475,11,2.3,18,0.49,12.8
FRA-Ligue 1,1819,Strasbourg,Eiji Kawashima,JPN,GK,35,1983,1.0,0,0,0,0,0,0.1,0.14,0.1,0.14,13,27,48.1,25,7,48.0,40.0,15,100.0,66.8,17,1,5.9,0,0.0,10.3
FRA-Ligue 1,1819,Strasbourg,Matz Sels,BEL,GK,26,1992,37.0,48,7,3,4,1,45.0,0.25,-2.0,-0.05,256,649,39.4,815,186,48.3,39.3,327,78.0,55.1,566,26,4.6,30,0.81,12.3
FRA-Ligue 1,1819,Toulouse,Baptiste Reynet,FRA,GK,27,1990,30.0,45,4,1,4,1,43.5,0.27,-0.5,-0.02,211,555,38.0,789,138,44.9,37.8,312,64.4,47.7,498,15,3.0,32,1.07,15.4
FRA-Ligue 1,1819,Toulouse,Mauro Goicoechea,URU,GK,30,1988,7.9,12,1,1,1,0,8.1,0.2,-3.9,-0.49,48,128,37.5,180,36,44.4,36.6,72,66.7,49.1,121,6,5.0,10,1.26,14.5
FRA-Ligue 1,1920,Amiens,Régis Gurtner,FRA,GK,32,1986,28.0,50,1,1,12,1,40.8,0.29,-8.2,-0.29,194,462,42.0,562,93,47.7,38.4,255,76.1,51.0,425,10,2.4,10,0.36,11.8
FRA-Ligue 1,1920,Angers,Danijel Petković,MNE,GK,26,1993,2.0,1,0,0,0,0,1.1,0.16,0.1,0.06,15,27,55.6,34,10,44.1,35.0,19,63.2,46.6,43,4,9.3,0,0.0,4.7
FRA-Ligue 1,1920,Angers,Ludovic Butelle,FRA,GK,36,1983,26.0,32,3,2,1,0,26.7,0.29,-5.3,-0.2,119,342,34.8,494,116,39.5,35.9,203,72.4,50.6,319,15,4.7,22,0.85,15.1
FRA-Ligue 1,1920,Bordeaux,Benoît Costil,FRA,GK,32,1987,28.0,34,2,0,4,1,32.7,0.28,-0.3,-0.01,159,394,40.4,637,99,40.2,34.8,246,56.1,40.9,434,17,3.9,28,1.0,15.2
FRA-Ligue 1,1920,Brest,Donovan Léon,GUF,GK,26,1992,1.4,3,1,0,0,0,4.3,0.3,1.3,0.97,8,20,40.0,34,8,44.1,38.3,8,62.5,46.3,30,2,6.7,0,0.0,5.3
FRA-Ligue 1,1920,Brest,Gautier Larsonneur,FRA,GK,22,1997,26.6,34,3,0,4,0,41.4,0.28,7.4,0.28,128,373,34.3,783,152,35.9,35.2,235,39.1,35.2,454,19,4.2,28,1.05,13.5
FRA-Ligue 1,1920,Dijon,Alfred Gomis,SEN,GK,25,1993,18.0,20,1,2,2,1,17.5,0.21,-1.5,-0.08,148,343,43.1,566,114,41.5,36.1,168,64.3,46.4,306,23,7.5,13,0.72,12.2
FRA-Ligue 1,1920,Dijon,Rúnar Alex Rúnarsson,ISL,GK,24,1995,10.0,17,0,0,3,1,11.3,0.24,-4.7,-0.47,50,121,41.3,248,56,30.6,31.3,81,55.6,43.9,163,9,5.5,9,0.9,14.0
FRA-Ligue 1,1920,Lille,Mike Maignan,FRA,GK,24,1995,28.0,27,4,1,1,3,25.0,0.25,1.0,0.04,130,390,33.3,563,137,44.0,37.2,200,71.0,52.4,323,11,3.4,24,0.86,17.0
FRA-Ligue 1,1920,Lyon,Anthony Lopes,POR,GK,28,1990,26.0,25,2,1,2,3,22.9,0.24,0.9,0.03,97,222,43.7,634,147,24.1,28.6,187,36.9,34.1,313,11,3.5,20,0.77,14.6
FRA-Ligue 1,1920,Lyon,Ciprian Tătărușanu,ROU,GK,33,1986,2.0,2,0,0,0,0,1.9,0.18,-0.1,-0.03,8,12,66.7,54,16,18.5,27.2,7,28.6,32.1,10,3,30.0,7,3.5,15.4
FRA-Ligue 1,1920,Marseille,Steve Mandanda,FRA,GK,34,1985,26.3,27,4,0,2,2,30.1,0.3,5.1,0.19,117,365,32.1,697,133,39.9,35.6,144,60.4,43.8,319,21,6.6,21,0.8,14.6
FRA-Ligue 1,1920,Marseille,Yohann Pelé,FRA,GK,36,1982,1.7,2,0,0,0,0,2.4,0.2,0.4,0.25,3,12,25.0,33,7,15.2,25.0,14,50.0,40.8,22,0,0.0,3,1.8,16.2
FRA-Ligue 1,1920,Metz,Alexandre Oukidja,ALG,GK,31,1988,26.5,31,3,0,5,0,30.4,0.22,-0.6,-0.02,186,593,31.4,675,101,60.6,43.8,208,88.5,59.4,471,32,6.8,31,1.17,14.1
FRA-Ligue 1,1920,Metz,Paul Delecroix,FRA,GK,30,1988,1.5,4,1,0,0,0,2.2,0.21,-1.8,-1.2,14,30,46.7,33,5,66.7,43.8,11,72.7,54.1,11,0,0.0,2,1.32,26.5
FRA-Ligue 1,1920,Monaco,Benjamin Lecomte,FRA,GK,28,1991,28.0,44,6,0,7,1,42.8,0.28,-0.2,-0.01,146,337,43.3,637,136,34.5,33.0,212,55.2,42.3,394,20,5.1,39,1.39,15.8
FRA-Ligue 1,1920,Montpellier,Dimitry Bertaud,COD,GK,21,1998,2.2,3,0,0,1,0,1.7,0.35,-1.3,-0.58,12,19,63.2,49,18,26.5,30.9,18,33.3,37.3,19,2,10.5,3,1.38,18.4
FRA-Ligue 1,1920,Montpellier,Gerónimo Rulli,ARG,GK,27,1992,25.0,27,3,1,2,1,28.4,0.2,2.4,0.1,186,359,51.8,677,150,35.6,33.7,203,58.1,45.2,360,16,4.4,25,1.0,15.0
FRA-Ligue 1,1920,Montpellier,Matis Carvalho,POR,GK,20,1999,0.8,4,0,0,0,1,2.7,0.36,-0.3,-0.33,4,17,23.5,18,4,61.1,46.0,9,66.7,44.2,10,0,0.0,0,0.0,9.3
FRA-Ligue 1,1920,Nantes,Alban Lafont,FRA,GK,20,1999,27.0,29,3,0,2,1,26.6,0.23,-1.4,-0.05,147,452,32.5,695,131,44.6,36.5,187,75.9,51.5,379,9,2.4,31,1.15,15.5
FRA-Ligue 1,1920,Nantes,Denis Petrić,SRB,GK,31,1988,1.0,2,0,0,1,0,2.6,0.43,0.6,0.58,3,13,23.1,9,2,66.7,46.2,11,63.6,43.2,13,1,7.7,0,0.0,10.0
FRA-Ligue 1,1920,Nice,Walter Benítez,ARG,GK,26,1993,26.0,36,4,0,6,2,41.1,0.28,7.1,0.27,52,150,34.7,574,139,16.6,24.4,214,25.7,28.9,421,11,2.6,17,0.65,13.3
FRA-Ligue 1,1920,Nice,Yannis Clementia,MTQ,GK,22,1997,2.0,2,1,0,0,0,2.4,0.21,0.4,0.22,4,22,18.2,47,16,27.7,30.9,14,64.3,47.8,33,4,12.1,0,0.0,8.2
FRA-Ligue 1,1920,Nîmes,Lucas Dias,FRA,GK,20,1999,3.5,6,0,1,2,0,5.7,0.34,-0.3,-0.08,26,71,36.6,60,4,61.7,40.9,38,89.5,57.2,63,0,0.0,5,1.42,14.3
FRA-Ligue 1,1920,Nîmes,Paul Bernardoni,FRA,GK,22,1997,24.5,38,4,0,2,1,30.7,0.26,-6.3,-0.26,130,379,34.3,530,80,47.4,37.1,175,73.1,50.7,265,11,4.2,26,1.06,15.6
FRA-Ligue 1,1920,Paris S-G,Alphonse Areola,FRA,GK,26,1993,3.0,2,0,0,0,0,1.4,0.46,-0.6,-0.21,2,2,100.0,48,9,0.0,17.5,9,22.2,25.7,23,1,4.3,6,2.0,18.5
FRA-Ligue 1,1920,Paris S-G,Keylor Navas,CRC,GK,32,1986,21.0,18,0,0,0,1,17.5,0.27,0.5,0.02,35,91,38.5,405,76,16.5,26.8,137,17.5,26.7,188,3,1.6,8,0.38,12.5
FRA-Ligue 1,1920,Paris S-G,Marcin Bułka,POL,GK,19,1999,1.0,0,0,0,0,0,0.4,0.2,0.4,0.4,0,0,,12,3,0.0,16.3,6,0.0,20.8,5,1,20.0,0,0.0,5.0
FRA-Ligue 1,1920,Paris S-G,Sergio Rico,ESP,GK,25,1993,2.0,4,0,0,1,0,2.6,0.26,-1.4,-0.72,1,9,11.1,35,5,17.1,21.6,13,23.1,23.8,33,1,3.0,2,1.0,17.4
FRA-Ligue 1,1920,Reims,Nicolas Lemaître,FRA,GK,22,1997,1.0,3,1,0,1,0,2.3,0.32,-0.7,-0.75,2,7,28.6,19,4,21.1,26.1,8,37.5,41.0,14,0,0.0,0,0.0,9.0
FRA-Ligue 1,1920,Reims,Predrag Rajković,SRB,GK,23,1995,27.0,18,1,1,2,0,25.0,0.23,7.0,0.26,115,354,32.5,802,133,31.9,33.1,202,48.5,42.3,399,27,6.8,20,0.74,12.4
FRA-Ligue 1,1920,Rennes,Edouard Mendy,SEN,GK,27,1992,24.0,19,3,1,4,1,20.7,0.22,2.7,0.11,155,338,45.9,624,99,38.0,34.5,163,62.0,43.6,334,33,9.9,22,0.92,12.9
FRA-Ligue 1,1920,Rennes,Romain Salin,FRA,GK,35,1984,4.0,5,0,0,0,0,5.4,0.24,0.4,0.1,21,54,38.9,94,24,30.9,33.4,36,69.4,47.3,80,2,2.5,3,0.75,14.6
FRA-Ligue 1,1920,Saint-Étienne,Jessy Moulin,FRA,GK,33,1986,5.0,4,2,0,0,0,6.8,0.22,2.8,0.57,22,86,25.6,131,28,48.1,39.5,42,54.8,43.7,77,4,5.2,0,0.0,9.7
FRA-Ligue 1,1920,Saint-Étienne,Stefan Bajic,FRA,GK,17,2001,1.0,1,0,0,1,0,0.1,0.05,-0.9,-0.9,1,2,50.0,11,4,0.0,18.1,8,25.0,28.8,12,0,0.0,5,5.0,27.2
FRA-Ligue 1,1920,Saint-Étienne,Stéphane Ruffier,FRA,GK,32,1986,22.0,40,3,0,1,0,33.3,0.3,-6.7,-0.31,102,287,35.5,463,72,41.3,34.8,159,60.4,43.1,249,9,3.6,15,0.68,12.7
FRA-Ligue 1,1920,Strasbourg,Matz Sels,BEL,GK,27,1992,27.0,32,6,0,3,0,33.4,0.26,1.4,0.05,199,458,43.4,651,111,49.3,39.6,201,68.2,51.3,335,17,5.1,9,0.33,11.0
FRA-Ligue 1,1920,Toulouse,Baptiste Reynet,FRA,GK,28,1990,22.6,49,3,1,3,1,36.9,0.27,-11.1,-0.49,181,463,39.1,616,80,50.0,38.2,228,68.0,48.6,357,9,2.5,23,1.02,16.1
FRA-Ligue 1,1920,Toulouse,Lovre Kalinić,CRO,GK,29,1990,3.4,4,0,0,0,0,2.9,0.24,-1.1,-0.32,25,82,30.5,79,12,60.8,43.3,38,89.5,57.7,65,8,12.3,3,0.88,14.1
FRA-Ligue 1,1920,Toulouse,Mauro Goicoechea,URU,GK,31,1988,2.0,5,0,0,0,0,4.1,0.32,-0.9,-0.43,16,41,39.0,44,4,54.5,40.3,20,85.0,49.8,15,0,0.0,2,1.0,15.6
FRA-Ligue 1,2021,Angers,Paul Bernardoni,FRA,GK,23,1997,38.0,58,7,0,5,1,53.5,0.33,-3.5,-0.09,143,456,31.4,712,214,37.5,35.2,269,70.3,50.9,516,19,3.7,17,0.45,11.3
FRA-Ligue 1,2021,Bordeaux,Benoît Costil,FRA,GK,33,1987,38.0,56,7,2,6,1,48.2,0.26,-6.8,-0.18,264,610,43.3,1034,144,40.0,35.3,292,67.1,47.6,560,16,2.9,30,0.79,13.2
FRA-Ligue 1,2021,Brest,Gautier Larsonneur,FRA,GK,23,1997,35.0,62,8,1,5,2,53.6,0.27,-6.4,-0.18,181,398,45.5,967,173,31.7,33.7,282,32.3,34.4,548,26,4.7,24,0.69,12.9
FRA-Ligue 1,2021,Brest,Sébastien Cibois,FRA,GK,22,1998,3.0,4,1,0,0,0,3.9,0.26,-0.1,-0.04,14,36,38.9,69,12,39.1,35.8,22,40.9,37.5,51,1,2.0,3,1.0,17.4
FRA-Ligue 1,2021,Dijon,Alfred Gomis,SEN,GK,26,1993,5.0,10,3,0,1,1,11.8,0.29,2.8,0.55,29,90,32.2,122,31,39.3,36.7,65,64.6,49.2,122,7,5.7,7,1.4,12.3
FRA-Ligue 1,2021,Dijon,Anthony Racioppi,SUI,GK,21,1998,21.0,33,3,0,4,0,33.3,0.33,0.3,0.02,97,297,32.7,472,103,37.5,33.9,177,67.8,48.1,330,7,2.1,13,0.62,11.5
FRA-Ligue 1,2021,Dijon,Saturnin Allagbé,BEN,GK,26,1993,12.0,30,1,1,2,1,20.3,0.28,-8.7,-0.72,66,187,35.3,297,70,40.7,35.2,105,62.9,45.2,166,5,3.0,17,1.42,16.2
FRA-Ligue 1,2021,Lens,Jean-Louis Leca,FRA,GK,34,1985,36.8,51,10,0,5,3,42.6,0.25,-5.4,-0.15,186,494,37.7,764,141,48.7,37.5,257,47.5,39.0,480,17,3.5,29,0.79,14.3
FRA-Ligue 1,2021,Lens,Wuilker Faríñez,VEN,GK,22,1998,1.2,3,1,0,1,0,3.5,0.36,0.5,0.41,3,13,23.1,19,6,52.6,39.4,9,33.3,29.6,14,0,0.0,3,2.52,21.8
FRA-Ligue 1,2021,Lille,Mike Maignan,FRA,GK,25,1995,38.0,23,1,0,7,2,28.8,0.25,7.8,0.21,123,393,31.3,826,194,30.3,31.6,240,59.6,48.7,490,27,5.5,44,1.16,17.2
FRA-Ligue 1,2021,Lorient,Matthieu Dreyer,FRA,GK,31,1989,15.0,25,6,1,3,1,20.6,0.28,-3.4,-0.22,71,188,37.8,249,44,45.4,37.1,108,69.4,46.1,204,1,0.5,6,0.4,12.1
FRA-Ligue 1,2021,Lorient,Paul Nardi,FRA,GK,26,1994,23.0,43,4,0,3,0,33.6,0.27,-9.4,-0.41,92,320,28.8,435,109,42.1,36.7,197,69.5,51.4,288,10,3.5,17,0.74,15.1
FRA-Ligue 1,2021,Lyon,Anthony Lopes,POR,GK,29,1990,38.0,43,5,2,4,2,36.3,0.23,-4.7,-0.12,150,338,44.4,934,186,25.9,30.3,249,38.6,35.6,499,10,2.0,60,1.58,18.3
FRA-Ligue 1,2021,Marseille,Steve Mandanda,FRA,GK,35,1985,37.0,45,3,1,7,1,39.0,0.29,-5.0,-0.14,143,491,29.1,1029,198,32.3,31.9,291,54.6,42.7,564,22,3.9,35,0.95,15.2
FRA-Ligue 1,2021,Marseille,Yohann Pelé,FRA,GK,37,1982,1.0,2,0,0,0,0,1.7,0.35,-0.3,-0.26,0,0,,20,7,0.0,17.2,3,0.0,18.3,12,0,0.0,1,1.0,12.0
FRA-Ligue 1,2021,Metz,Alexandre Oukidja,ALG,GK,32,1988,34.0,38,9,0,4,1,38.4,0.23,1.4,0.04,207,526,39.4,752,184,43.6,38.4,286,69.2,51.2,536,39,7.3,47,1.38,16.1
